Last Name,First Name,Position,Overall,Salary,Team,Age,Year,Projected Salary,Difference,Standard Difference,Percent Difference
Fokou,Moise,ILB,73,1400,TEN,31,2013,1024.239483,375.7605172,-0.6324353,-0.366867831
Pollard,Bernard,S,85,2000,TEN,31,2013,3777.770391,-1777.770391,0.828317497,0.4705872
Turner,Robert,C,73,1500,TEN,32,2013,1137.9574,362.0426,-0.43924299,-0.318151277
Reynaud,Darius,RB,74,1015,TEN,31,2013,1247.538976,-232.5389756,0.115159134,0.186398165
Walter,Kevin,WR,74,1005,TEN,35,2013,1436.08542,-431.08542,0.363045177,0.300180904
Pitoitua,Ropati,DE,76,1000,TEN,31,2013,2405.389367,-1405.389367,0.638770361,0.584266891
Spencer,Chris,G,75,905,TEN,34,2013,1164.113242,-259.1132424,0.27810486,0.222584224
Parmele,Jalen,RB,69,715,TEN,30,2013,894.9514146,-179.9514146,0.090176866,0.201073948
Johnson,Antonio,DT,73,85,TEN,31,2013,1347.712879,-1262.712879,0.70353168,0.936930186
Vasquez,Louis,G,89,5875,DEN,29,2013,3722.740333,2152.259667,-0.886786395,-0.578138541
Welker,Wes,WR,93,6000,DEN,35,2013,6824.464688,-824.4646875,0.222230512,0.120810162
Rodgers-Cromartie,Dominique,CB,79,5000,DEN,30,2013,2220.740077,2779.259923,-1.979430312,-1.251501674
Vickerson,Kevin,DT,78,2500,DEN,33,2013,2095.127943,404.8720571,-0.223057967,-0.19324455
Knighton,Terrance,DT,80,2250,DEN,30,2013,2279.25825,-29.25825,0.021524809,0.012836742
Jammer,Quentin,S,79,1100,DEN,37,2013,2204.35325,-1104.35325,0.682124227,0.500987421
Bradley,Stewart,ILB,72,1100,DEN,32,2013,938.4576333,161.5423667,-0.390410668,-0.172136025
Phillips,Shaun,DE,79,1000,DEN,35,2013,2828.341633,-1828.341633,0.813851331,0.646435923
Smith,Sean,CB,82,6000,KC,29,2013,2835.191815,3164.808185,-1.834447325,-1.116258931
Fasano,Anthony,TE,80,4000,KC,32,2013,1771.77936,2228.22064,-1.738164464,-1.25761745
DeVito,Mike,DE,80,4200,KC,32,2013,3382.219121,817.7808788,-0.363684671,-0.241788261
Daniel,Chase,QB,75,3333.333,KC,29,2013,2380.917914,952.4150857,-0.377591516,-0.400020127
Avery,Donnie,WR,76,2850,KC,32,2013,1744.5868,1105.4132,-0.790458718,-0.63362465
Jones,Edgar,OLB,65,815,KC,31,2013,613.4161176,201.5838824,-0.941872361,-0.328625017
Jordan,Akeem,ILB,71,735,KC,30,2013,814.97212,-79.97212,0.298474721,0.098128657
Diles,Zac,ILB,68,725,KC,31,2013,663.6078529,61.39214706,-0.421340821,-0.092512689
Gafford,Thomas,LS,69,715,KC,33,2013,958.8334,-243.8334,1.653454433,0.254302155
Schwartz,Geoff,G,77,700,KC,30,2013,1551.799355,-851.7993548,0.672226465,0.548910755
Zombo,Frank,OLB,70,640,KC,29,2013,798.8472,-158.8472,0.463055564,0.198845536
Roach,Nick,ILB,78,3250,OAK,31,2013,2484.285429,765.7145714,-0.393255479,-0.308223267
Maiava,Kaluka,ILB,75,2000,OAK,29,2013,1615.29316,384.70684,-0.289538485,-0.238165337
Burnett,Kevin,OLB,83,2625,OAK,33,2013,3785.227625,-1160.227625,0.397534303,0.306514625
Walker,Vance,DE,81,2000,OAK,29,2013,3394.421515,-1394.421515,0.622402489,0.410797984
Sims,Pat,DT,77,1750,OAK,30,2013,1796.538263,-46.53826316,0.027416283,0.02590441
Jenkins,Mike,CB,77,1500,OAK,31,2013,1754.053763,-254.0537632,0.21572456,0.144838071
Porter,Tracy,CB,78,1500,OAK,30,2013,1922.825944,-422.8259444,0.34182882,0.21989819
Carter,Andre,DE,80,1000,OAK,37,2013,3382.219121,-2382.219121,1.059423863,0.704336128
Hanson,Joselio,CB,76,1000,OAK,35,2013,1647.537171,-647.5371707,0.554533964,0.393033421
Hunter,Jason,DE,74,1000,OAK,33,2013,1301.447444,-301.4474444,0.267640234,0.231624754
Young,Usama,S,78,985,OAK,31,2013,1940.986033,-955.9860333,0.628306316,0.492525972
Barnes,Khalif,LT,76,840,OAK,34,2013,1661.503923,-821.5039231,0.589644085,0.494433935
Adams,Phillip,CB,73,775,OAK,28,2013,1005.562509,-230.5625091,0.294486664,0.229287098
Mastrud,Jeron,TE,67,630,OAK,28,2013,561.3085556,68.69144444,-0.901283737,-0.122377334
Jennings,Rashad,RB,73,630,OAK,31,2013,1186.155628,-556.1556279,0.282417475,0.468872393
Parsons,Alex,C,65,480,OAK,28,2013,524.0937,-44.0937,0.856697617,0.084133238
Cox,Derek,CB,84,5000,SD,29,2013,3418.88224,1581.11776,-0.815684088,-0.462466283
Freeney,Dwight,OLB,88,4375,SD,36,2013,5564.613813,-1189.613813,0.340867378,0.213781918
Phillips,John,TE,76,1758.333,SD,29,2013,1000.351577,757.9814231,-1.561628355,-0.757715028
Dunlap,King,LT,78,1850,SD,30,2013,2291.767444,-441.7674444,0.253290677,0.192762772
Woodhead,Danny,RB,82,1750,SD,31,2013,2445.862857,-695.8628571,0.409886807,0.284506081
Rinehart,Chad,G,76,1250,SD,31,2013,1367.755273,-117.7552727,0.105698281,0.086093817
Brown,Ronnie,RB,78,1050,SD,34,2013,1334.843036,-284.8430357,0.312427764,0.213390659
Marshall,Richard,CB,79,855,SD,31,2013,2220.740077,-1365.740077,0.972700424,0.614993214
Ohrnberger,Rich,C,70,675,SD,30,2013,788.7825625,-113.7825625,0.321083109,0.144250859
Keiser,Thomas,OLB,66,555,SD,27,2013,644.8980541,-89.89805405,0.420780161,0.139398861
Durant,Justin,ILB,81,1200,DAL,30,2013,3618.688632,-2418.688632,1.125715097,0.668388159
Sims,Ernie,OLB,71,840,DAL,31,2013,1050.923323,-210.9233226,0.271908312,0.200702866
Frampton,Eric,S,67,715,DAL,32,2013,642.8066389,72.19336111,-0.336135401,-0.112309607
Armstrong,Anthony,WR,67,630,DAL,33,2013,610.7648448,19.23515517,-0.092829507,-0.031493553
Myers,Brandon,TE,81,2250,NYG,31,2013,2244.074368,5.925631579,-0.004291458,-0.002640568
Carr,David,QB,74,1050,NYG,37,2013,2340.712914,-1290.712914,0.510114929,0.551418718
Patterson,Mike,DT,75,905,NYG,33,2013,1537.246225,-632.246225,0.382425671,0.411284942
Boothe,Kevin,G,82,905,NYG,33,2013,2966.613348,-2061.613348,1.244816204,0.694938337
Rivers,Keith,OLB,77,800,NYG,30,2013,2171.209639,-1371.209639,0.711817184,0.631541798
Connor,Dan,ILB,76,780,NYG,30,2013,1696.84872,-916.84872,0.672408844,0.540324373
Ross,Aaron,CB,76,780,NYG,33,2013,1647.537171,-867.5371707,0.742936233,0.526566069
Torain,Ryan,RB,71,715,NYG,30,2013,1001.718889,-286.7188889,0.150332518,0.286226897
Barwin,Connor,OLB,83,6000,PHI,29,2013,3785.227625,2214.772375,-0.75885798,-0.585109429
Williams,Cary,CB,83,5666.667,PHI,31,2013,3253.709481,2412.957519,-1.231209112,-0.741602018
Sopoaga,Isaac,DT,80,3666.667,PHI,35,2013,2279.25825,1387.40875,-1.020693574,-0.608710641
Fletcher,Bradley,CB,82,2625,PHI,30,2013,2835.191815,-210.1918148,0.121835445,0.074136718
Phillips,Jason,ILB,70,730,PHI,30,2013,792.1291667,-62.12916667,0.248045242,0.078433126
Jones,Felix,RB,76,780,PHI,29,2013,1072.212897,-292.2128974,0.426556742,0.272532534
Golston,Kedric,DT,72,1100,WAS,33,2013,1274.467161,-174.4671613,0.094293712,0.136894199
Davis,Fred,TE,86,2500,WAS,30,2013,4262.192188,-1762.192188,0.861148305,0.413447379
Biggers,E.J.,CB,74,1500,WAS,29,2013,1227.054863,272.9451373,-0.288049236,-0.222439229
Hall,DeAngelo,CB,81,1250,WAS,32,2013,2614.990767,-1364.990767,0.821869425,0.52198684
Grossman,Rex,QB,72,960,WAS,36,2013,1713.601563,-753.6015625,0.325485788,0.439776421
Tapp,Darryl,DE,69,865,WAS,32,2013,735.6200976,129.3799024,-0.369011979,-0.175878695
Kehl,Bryan,ILB,66,740,WAS,32,2013,615.4617778,124.5382222,-1.137391328,-0.202349239
Bushrod,Jermon,G,86,7193,CHI,32,2013,3388.112643,3804.887357,-2.071511544,-1.123010879
Bennett,Martellus,TE,88,5100,CHI,29,2013,4840.151455,259.8485455,-0.126095506,-0.053686036
Williams,D.J.,ILB,80,1750,CHI,34,2013,3469.143474,-1719.143474,0.765427901,0.495552717
Anderson,James,OLB,82,1250,CHI,32,2013,3295.663769,-2045.663769,0.756611435,0.620713736
Ellis,Sedrick,DT,77,1000,CHI,31,2013,1796.538263,-796.5382632,0.469250833,0.443373948
Hayden,Kelvin,CB,75,905,CHI,33,2013,1448.852674,-543.8526739,0.528526852,0.375367823
McCown,Josh,QB,71,865,CHI,37,2013,1503.822548,-638.8225484,0.276640569,0.424799155
Slauson,Matt,G,79,815,CHI,30,2013,2171.664679,-1356.664679,0.810814504,0.624711859
Britton,Eben,RT,70,715,CHI,28,2013,737.1991667,-22.19916667,0.093040937,0.030112848
Scott,Jonathan,LT,72,715,CHI,33,2013,1598.738222,-883.7382222,0.529957313,0.552772311
Irvin,Corvey,DT,67,630,CHI,31,2013,595.22872,34.77128,-0.29437506,-0.05841667
Collins,Nate,DT,67,630,CHI,28,2013,595.22872,34.77128,-0.29437506,-0.05841667
Houston,Chris,CB,85,5000,DET,31,2013,4000.913917,999.0860833,-0.423551933,-0.249714466
Bush,Reggie,RB,83,4000,DET,31,2013,2586.194,1413.806,-0.819842952,-0.546674379
Jones,Jason,DE,81,3166.667,DET,30,2013,3394.421515,-227.7545152,0.101658627,0.06709671
Mosley,C.J.,DT,75,1375,DET,33,2013,1537.246225,-162.246225,0.098137591,0.105543421
Owens,Montell,RB,74,1250,DET,32,2013,809.1083333,440.8916667,-1.405056774,-0.54491055
Idonije,Israel,DE,81,905,DET,35,2013,3394.421515,-2489.421515,1.111157659,0.733386088
Gandy,Dylan,G,71,905,DET,34,2013,836.2633611,68.73663889,-0.093314872,-0.082194966
Muhlbach,Don,LS,58,905,DET,35,2013,794.2221667,110.7778333,-0.465410073,-0.139479654
Spievey,Amari,S,76,630,DET,28,2013,1544.406514,-914.4065143,0.70909341,0.592076313
Jones,Brad,ILB,78,3750,GB,30,2013,2484.285429,1265.714571,-0.650045342,-0.509488385
Jennings,Greg,WR,88,9000,MIN,32,2013,6025.703667,2974.296333,-0.880398106,-0.493601494
Henderson,Erin,ILB,80,2000,MIN,30,2013,3469.143474,-1469.143474,0.654118416,0.423488819
Berger,Joe,C,74,905,MIN,34,2013,1535.186278,-630.1862778,0.556656647,0.410494991
Bishop,Desmond,OLB,83,850,MIN,32,2013,3785.227625,-2935.227625,1.005710985,0.775442831
Mitchell,Marvin,OLB,69,815,MIN,31,2013,706.7315588,108.2684412,-0.497310139,-0.153195991
Olsen,Seth,G,66,670,MIN,30,2013,576.5648571,93.43514286,-1.052783794,-0.16205487
Kropog,Troy,RT,74,630,MIN,30,2013,1218.18725,-588.18725,0.741747795,0.482838127
Baker,Sam,LT,80,6808.333,ATL,31,2013,2762.5307,4045.8023,-2.236984192,-1.464527544
Jackson,Steven,RB,89,4000,ATL,33,2013,4537.431889,-537.4318889,0.242248675,0.118444067
Umenyiora,Osi,OLB,84,4250,ATL,34,2013,4207.242111,42.75788889,-0.013495061,-0.010162926
Edwards,Dwan,DT,79,1750,CAR,35,2013,2048.9826,-298.9826,0.262814328,0.145917589
Blackburn,Chase,OLB,77,1025,CAR,33,2013,2171.209639,-1146.209639,0.595016031,0.527912929
Hixon,Domenik,WR,76,1162.5,CAR,31,2013,1744.5868,-582.0868,0.416238548,0.333653103
Wharton,Travelle,G,82,1100,CAR,35,2013,2966.613348,-1866.613348,1.127073874,0.629206819
Munnerlyn,Captain,CB,76,1100,CAR,28,2013,1647.537171,-547.5371707,0.468896569,0.332336763
Florence,Drayton,CB,70,1005,CAR,35,2013,751.4341406,253.5658594,-0.407923746,-0.337442559
Anderson,Derek,QB,73,840,CAR,33,2013,1919.739139,-1079.739139,0.485869503,0.562440551
Scott,Chris,G,68,630,CAR,29,2013,639.955,-9.955,0.06191048,0.015555781
Lewis,Keenan,CB,83,5110,NO,30,2013,3253.709481,1856.290519,-0.947170343,-0.570515139
Watson,Benjamin,TE,82,1650,NO,35,2013,2695.9944,-1045.9944,0.609240314,0.387980925
Butler,Victor,OLB,81,1500,NO,29,2013,3421.270379,-1921.270379,0.659688896,0.561566368
Coleman,Kenyon,DE,78,1005,NO,37,2013,2937.125906,-1932.125906,0.864965217,0.657828765
Roby,Courtney,WR,67,905,NO,33,2013,610.7648448,294.2351552,-1.419988768,-0.481748676
McCown,Luke,QB,72,840,NO,35,2013,1713.601563,-873.6015625,0.377314627,0.509804369
Smith,Jason,LT,75,780,NO,30,2013,1562.636692,-782.6366923,0.554605267,0.500843668
Herring,Will,LB,70,765,NO,33,2013,765,0,0,0
Humber,Ramon,OLB,64,740,NO,29,2013,575.5014333,164.4985667,-1.063230252,-0.285835199
Meachem,Robert,WR,73,715,NO,31,2013,1334.910945,-619.9109455,0.558666505,0.464383746
Landri,Derek,DT,74,1375,TB,32,2013,1386.009474,-11.00947368,0.006568313,0.007943289
Crabtree,Tom,TE,74,800,TB,30,2013,895.2486,-95.2486,0.257619267,0.106393464
Casillas,Jonathan,OLB,73,1400,TB,29,2013,1428.655621,-28.65562069,0.027653109,0.020057752
Orlovsky,Dan,QB,70,905,TB,33,2013,1353.959286,-448.9592857,0.188635037,0.331589945
Economos,Andrew,LS,62,905,TB,34,2013,933.3333333,-28.33333333,0.707106781,0.030357143
Smith,Steve,WR,90,780,TB,31,2013,6521.72344,-5741.72344,1.476427342,0.880399712
Leonard,Brian,RB,73,780,TB,32,2013,1186.155628,-406.1556279,0.206247031,0.342413439
Cutrera,Jacob,ILB,66,650,TB,28,2013,615.4617778,34.53822222,-0.315433075,-0.056117575
Powers,Jerraud,CB,78,3500,ARI,29,2013,1922.825944,1577.174056,-1.275048405,-0.820237557
Stanton,Drew,QB,73,2733.333,ARI,32,2013,1919.739139,813.5938611,-0.366107359,-0.423804383
Alexander,Lorenzo,OLB,78,1540,ARI,33,2013,2111.749706,-571.7497059,0.295129598,0.270746909
Brinkley,Jasper,ILB,75,1750,ARI,31,2013,1615.29316,134.70684,-0.10138321,-0.08339467
Mendenhall,Rashard,RB,80,2500,ARI,29,2013,2230.448423,269.5515769,-0.167278895,-0.120850845
Dansby,Karlos,ILB,83,2250,ARI,34,2013,3743.397267,-1493.397267,0.571874982,0.398941699
Cason,Antoine,CB,81,1500,ARI,30,2013,2614.990767,-1114.990767,0.671342871,0.426384208
Shaughnessy,Matt,DE,77,1000,ARI,29,2013,2718.910355,-1718.910355,0.756688688,0.632205601
Rucker,Frostee,DT,77,905,ARI,32,2013,1796.538263,-891.5382632,0.525216542,0.496253423
Bell,Yeremiah,S,74,905,ARI,38,2013,1060.575545,-155.5755455,0.201756963,0.146689735
McCann,Bryan,CB,66,630,ARI,28,2013,582.974,47.026,-0.520026197,-0.08066569
Avril,Cliff,DE,83,6500,SEA,30,2013,3434.293261,3065.706739,-1.625738854,-0.89267471
Bennett,Michael,DE,86,4800,SEA,30,2013,5243.046714,-443.0467143,0.141451504,0.084501767
Winfield,Antoine,CB,90,2000,SEA,39,2013,6520.979176,-4520.979176,1.592120942,0.693297594
Jackson,Tarvaris,QB,73,840,SEA,33,2013,1919.739139,-1079.739139,0.485869503,0.562440551
Dorsey,Glenn,DE,82,3000,SF,31,2013,3468.888267,-468.8882667,0.209804559,0.135169608
Skuta,Dan,OLB,68,1500,SF,30,2013,663.4592105,836.5407895,-4.008695317,-1.260877498
Snyder,Adam,G,73,1225,SF,34,2013,1044.40125,180.59875,-0.215169173,-0.172920848
Haralson,Parys,DE,82,1150,SF,32,2013,3468.888267,-2318.888267,1.037589047,0.668481683
Osgood,Kassim,WR,67,940,SF,36,2013,610.7648448,329.2351552,-1.588899947,-0.539053873
Wright,Eric,CB,79,715.001,SF,31,2013,2220.740077,-1505.739077,1.072409797,0.67803481
McBath,Darcel,S,72,630,SF,30,2013,861.1586735,-231.1586735,0.549683765,0.268427504
Williams,Mario,DE,97,16000,BUF,31,2012,10013.9338,5986.0662,-1.377282382,-0.597773694
Anderson,Mark,DE,81,6875,BUF,33,2012,3688.650964,3186.349036,-1.642031567,-0.863825032
Young,Vince,QB,75,1987.5,BUF,33,2012,2400.312154,-412.8121538,0.174507945,0.171982695
Scott,Bryan,OLB,77,825,BUF,35,2012,1727.051032,-902.0510323,0.653611654,0.522307109
Merriman,Shawne,LB,78,700,BUF,32,2012,2034.055583,-1334.055583,0.857187888,0.655859945
Choice,Tashard,RB,72,700,BUF,31,2012,877.3045946,-177.3045946,0.319900649,0.202101523
Marshall,Richard,CB,81,5333.333,MIA,31,2012,2970.879912,2362.453088,-1.099678407,-0.795203158
Garrard,David,QB,77,3350,MIA,38,2012,3729.378227,-379.3782273,0.112213077,0.101726938
Hicks,Artis,G,73,2000,MIA,37,2012,1259.273093,740.726907,-0.701354835,-0.588217847
Gaffney,Jabar,WR,78,925,MIA,35,2012,2462.586622,-1537.586622,0.900396527,0.624378695
Guyton,Gary,OLB,71,765,MIA,30,2012,1221.291771,-456.2917714,0.548881085,0.373614055
Johnson,Tyrell,S,72,765,MIA,31,2012,918.9185745,-153.9185745,0.261448926,0.167499688
Slaton,Steve,RB,72,700,MIA,30,2012,877.3045946,-177.3045946,0.319900649,0.202101523
Baker,Ryan,DT,62,617.5,MIA,31,2012,566.80125,50.69875,-0.222520172,-0.089447139
Westerman,Jamaal,LB,68,615,MIA,31,2012,674.5,-59.5,0.431931254,0.088213491
Stanford,R.J.,CB,58,540,MIA,28,2012,480.4337,59.5663,-0.723439555,-0.123984433
Lawrence,Quinten,WR,58,465,MIA,31,2012,654.8504783,-189.8504783,0.207221798,0.289914239
Lloyd,Brandon,WR,88,4000,NE,35,2012,5646.818714,-1646.818714,0.507747571,0.291636548
Connolly,Dan,G,80,3233.333,NE,34,2012,2356.4577,876.8753,-0.588781167,-0.372115867
Gregory,Steve,S,73,2350,NE,33,2012,981.7704375,1368.229563,-2.293187088,-1.393634917
Slater,Matthew,WR,67,1800,NE,31,2012,651.3382295,1148.66177,-4.446764331,-1.76354115
Fells,Daniel,TE,67,1750,NE,32,2012,599.4419688,1150.558031,-5.208974588,-1.919381844
Koppen,Dan,C,82,1525,NE,37,2012,2848.379143,-1323.379143,0.83565321,0.464607791
Gallery,Robert,T,77,1800,NE,36,2012,2750,-950,0.377114795,0.345454545
Branch,Deion,WR,79,1325,NE,37,2012,2938.110594,-1613.110594,0.818428039,0.54902991
Scott,Trevor,DE,75,1150,NE,32,2012,1593.355444,-443.3554444,0.312528293,0.278252694
Allen,Will,S,76,1000,NE,38,2012,1343.289,-343.289,0.326490089,0.255558558
White,Tracy,LB,69,990,NE,35,2012,797.5997143,192.4002857,-0.511550231,-0.241224116
Harrison,Marcus,DT,65,623.12,NE,32,2012,622.3232692,0.796730769,-0.003000942,-0.001280252
Landry,LaRon,S,83,3500,NYJ,31,2012,3392.338615,107.6613846,-0.051939711,-0.031736627
Bell,Yeremiah,S,80,1400,NYJ,38,2012,2636.555625,-1236.555625,0.62140392,0.469004186
Stanton,Drew,QB,70,1250,NYJ,32,2012,1289.696607,-39.69660714,0.024504754,0.030779803
Berry,Aaron,CB,73,557.5,NYJ,28,2012,1239.615674,-682.1156744,0.667219292,0.550263835
Maybin,Aaron,OLB,74,1015,NYJ,28,2012,1444.27025,-429.27025,0.469468555,0.29722294
Thomas,Bryan,LB,79,900,NYJ,37,2012,2062.388917,-1162.388917,0.752345327,0.56361286
Schilens,Chaz,WR,74,765,NYJ,30,2012,1405.433137,-640.4331373,0.554348061,0.455683818
Hill,Jason,WR,74,700,NYJ,31,2012,1405.433137,-705.4331373,0.610610959,0.501932905
Heyer,Stephon,T,74,700,NYJ,32,2012,1698,-998,0.524593965,0.587750294
Hilliard,Lex,RB,64,615,NYJ,32,2012,516.7231892,98.27681081,-1.356304913,-0.190192375
Muir,Daniel,DT,69,381.176,NYJ,33,2012,955.5046944,-574.3286944,0.634524793,0.60107365
McClain,Jameel,ILB,80,3500,BAL,31,2012,2767.286455,732.7135455,-0.399496108,-0.264776906
Birk,Matt,C,90,2841.667,BAL,40,2012,4097.703778,-1256.036778,0.616839627,0.306522103
Jones,Jacoby,WR,74,3250,BAL,32,2012,1405.433137,1844.566863,-1.596625791,-1.31245437
Ayanbadejo,Brendon,LB,63,1070,BAL,40,2012,786.64575,283.35425,-1.264787978,-0.360205658
Williams,Bobbie,G,82,1147.5,BAL,39,2012,2790.951545,-1643.451545,0.974614972,0.588849903
Considine,Sean,S,74,890,BAL,33,2012,1158.794646,-268.7946458,0.329702343,0.231960552
Johnson,Chris,CB,90,825,BAL,36,2012,6892.953095,-6067.953095,2.22921897,0.880312547
Kemoeatu,Maake,DT,70,825,BAL,37,2012,1019.245441,-194.2454412,0.202238881,0.190577689
Painter,Curtis,QB,68,615,BAL,31,2012,857.5058077,-242.5058077,0.48752624,0.282803691
Kindle,Sergio,LB,70,465,BAL,28,2012,1422.89975,-957.89975,0.566340894,0.673202557
Bynes,Josh,OLB,58,390,BAL,27,2012,454.2125714,-64.21257143,1.085997291,0.141371189
Green-Ellis,BenJarvus,RB,82,3000,CIN,31,2012,2911.76135,88.23865,-0.040119643,-0.030304218
Allen,Jason,CB,78,4100,CIN,33,2012,2548.656563,1551.343438,-0.817098229,-0.608690657
Anderson,Jamaal,DE,74,2750,CIN,30,2012,1409.70925,1340.29075,-1.016174074,-0.950756867
Collins,Anthony,LT,78,1575,CIN,30,2012,2694.764533,-1119.764533,0.512503582,0.41553335
Lawson,Manny,OLB,82,2100,CIN,32,2012,2957.622556,-857.6225556,0.377272874,0.289970251
Sims,Pat,DT,77,1440,CIN,30,2012,1860.360281,-420.3602813,0.219760729,0.225956384
Newman,Terence,CB,82,825,CIN,38,2012,3103.049029,-2278.049029,0.973149373,0.734132464
Rucker,Frostee,DT,81,4100,CLE,32,2012,3626.935143,473.0648571,-0.156551919,-0.130431022
Patterson,Dimitri,CB,71,5350,CLE,33,2012,942.1749038,4407.825096,-5.316746384,-4.678351204
Parker,Juqua,DE,77,3000,CLE,38,2012,2237.438839,762.5611613,-0.448032581,-0.340818774
Cousins,Oniel,G,71,800,CLE,32,2012,873.9134884,-73.91348837,0.118163857,0.08457758
Greco,John,G,71,700,CLE,31,2012,873.9134884,-173.9134884,0.278031643,0.199005383
Smith,Alex,TE,72,850,CLE,34,2012,1022.212944,-172.2129444,0.214760145,0.168470714
Cotchery,Jerricho,WR,79,1500,PIT,34,2012,2938.110594,-1438.110594,0.729640012,0.489467822
Legursky,Doug,C,75,1260,PIT,30,2012,1937.443857,-677.4438571,0.392766853,0.349658574
Batch,Charlie,QB,75,990,PIT,41,2012,2400.312154,-1410.312154,0.596180789,0.587553644
Leftwich,Byron,QB,75,825,PIT,36,2012,2400.312154,-1575.312154,0.665931184,0.656294704
Pope,Leonard,TE,72,725,PIT,33,2012,1022.212944,-297.2129444,0.370642841,0.290754432
Johnson,Brandon,LB,71,700,PIT,33,2012,1327.3198,-627.3198,0.411344411,0.472621444
Myers,Chris,C,93,6250,HOU,34,2012,5078.222333,1171.777667,-0.677454763,-0.230745641
McClain,Terrell,DT,72,510,HOU,28,2012,1068.876921,-558.8769211,0.616554373,0.522863681
James,Bradie,LB,79,890,HOU,35,2012,2062.388917,-1172.388917,0.758817733,0.568461606
Routt,Stanford,CB,84,825,HOU,33,2012,3576.724467,-2751.724467,1.11639334,0.769342031
Forsett,Justin,RB,73,700,HOU,30,2012,1029.734485,-329.7344848,0.456466597,0.320213113
Ball,Alan,CB,69,700,HOU,31,2012,772.9816727,-72.98167273,0.106749233,0.094415787
Dobbins,Tim,ILB,71,700,HOU,33,2012,1118.821381,-418.821381,0.375376328,0.374341596
Wayne,Reggie,WR,88,5833.333,IND,37,2012,5646.818714,186.5142857,-0.057506133,-0.033029976
Satele,Samson,C,83,3600,IND,31,2012,2729.355357,870.6446429,-0.548298844,-0.318992776
Redding,Cory,DE,88,3500,IND,35,2012,6205.243933,-2705.243933,0.775540369,0.435960933
Zbikowski,Tom,S,80,1895,IND,31,2012,2636.555625,-741.555625,0.372652522,0.281259238
McKinney,Brandon,DT,71,1000,IND,33,2012,1059.012622,-59.01262162,0.063931607,0.055724191
Saunders,Weslye,WR,66,553.333,IND,27,2012,623.4976618,-70.16466176,0.290513066,0.112533961
Moore,Mewelde,RB,73,825,IND,34,2012,1029.734485,-204.7344848,0.283423354,0.198822597
Foster,George,T,75,700,IND,36,2012,1698,-998,0.524593965,0.587750294
Avery,Donnie,WR,71,665,IND,32,2012,909.1798367,-244.1798367,0.403482408,0.268571549
Robinson,Laurent,WR,83,6500,JAC,31,2012,4970.660182,1529.339818,-0.573387636,-0.30767338
Ross,Aaron,CB,80,3250,JAC,33,2012,2897.611875,352.388125,-0.168674278,-0.121613294
Mosley,C.J.,DT,73,2475,JAC,33,2012,1491.241417,983.7585833,-0.532499772,-0.659691028
Henne,Chad,QB,75,3375,JAC,31,2012,2400.312154,974.6878462,-0.41202947,-0.406067121
Rutland,Kevin,CB,64,510,JAC,28,2012,541.7090357,-31.70903571,0.361940686,0.05853518
Harris,Chris,S,74,825,JAC,27,2012,1158.794646,-333.7946458,0.409431061,0.288053321
Spurlock,Micheal,WR,66,700,JAC,33,2012,623.4976618,76.50233824,-0.31675388,-0.122698677
Palmer,Jordan,QB,63,615,JAC,32,2012,558.924,56.076,-0.680528688,-0.100328488
Wimbley,Kamerion,OLB,88,7000,TEN,32,2012,5539.571476,1460.428524,-0.450163655,-0.263635649
Hutchinson,Steve,G,88,5333.333,TEN,38,2012,4471.842214,861.4907857,-0.427190649,-0.192647849
Shaw,Tim,OLB,62,1100,TEN,32,2012,523.5709,576.4291,-3.680055368,-1.100957101
Bailey,Patrick,OLB,66,1100,TEN,30,2012,680.81844,419.18156,-1.180552669,-0.615702418
Ball,Dave,DE,78,1272,TEN,32,2012,2711.200656,-1439.200656,0.762366247,0.530835168
Diles,Zac,ILB,71,700,TEN,31,2012,1118.821381,-418.821381,0.375376328,0.374341596
Reynaud,Darius,RB,61,615,TEN,31,2012,514.2884483,100.7115517,-1.484619337,-0.195826976
Manning,Peyton,QB,93,19200,DEN,40,2012,14482.8834,4717.1166,-1.6768306,-0.325702864
Mays,Joe,ILB,79,4000,DEN,31,2012,2132.837077,1867.162923,-1.288447337,-0.875436264
Dreessen,Joel,TE,77,2833.333,DEN,34,2012,2107.400789,725.9322105,-0.603631522,-0.344468036
Tamme,Jacob,TE,79,2708.333,DEN,31,2012,2270.0018,438.3312,-0.37348369,-0.193097292
Florence,Drayton,CB,74,2250,DEN,35,2012,1366.806054,883.1939459,-0.804486785,-0.646173569
Porter,Tracy,CB,80,4000,DEN,30,2012,2897.611875,1102.388125,-0.527669657,-0.380447131
Woodyard,Wesley,ILB,72,1750,DEN,30,2012,1117.356167,632.6438333,-0.584507318,-0.566197111
Hanie,Caleb,QB,68,1125,DEN,31,2012,857.5058077,267.4941923,-0.537762122,-0.311944467
Caldwell,Andre,WR,77,900,DEN,31,2012,2203.281761,-1303.281761,0.787628702,0.591518427
Stokley,Brandon,WR,72,1000,DEN,40,2012,1079.825309,-79.82530909,0.092836312,0.073924281
Bannan,Justin,DT,78,1000,DEN,37,2012,2169.768731,-1169.768731,0.559554881,0.539121388
Hunter,Jason,DE,74,700,DEN,33,2012,1409.70925,-709.70925,0.538083352,0.503443707
Winston,Eric,RT,91,5500,KC,32,2012,4883.6,616.4,-0.529266727,-0.126218364
Boss,Kevin,TE,77,3000,KC,32,2012,2107.400789,892.5992105,-0.742219469,-0.423554558
